,$schema,meta,id,type,namespace,title,comment,timestamp,user,log_id,log_type,log_action,log_params,log_action_comment,server_url,server_name,server_script_path,wiki,parsedcomment,minor,patrolled,length,revision,bot
12,/mediawiki/recentchange/1.0.0,"{'uri': 'https://www.wikidata.org/wiki/Q35913617', 'request_id': 'fe317cef-2b48-4ed0-83dc-85282f2fc866', 'id': '8f8cff2e-326a-4761-b7ac-8789126a8848', 'dt': '2021-10-06T13:27:35Z', 'domain': 'www.wikidata.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613066}",1556012978.0,edit,0,Q35913617,/* wbeditentity-update:0| */ Added [[Property:P921]]: [[Q1810913]] with [[Wikidata:Tools/ItemSubjector]] ([[:toolforge:editgroups/b/CB/185630be1f27|details]]),1633526855,So9q,,,,,,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Updated Item: </span></span> Added <a href=""/wiki/Property:P921"" title=""Property:P921"">Property:P921</a>: <a href=""/wiki/Q1810913"" title=""Q1810913"">Q1810913</a> with <a href=""/wiki/Wikidata:Tools/ItemSubjector"" title=""Wikidata:Tools/ItemSubjector"">Wikidata:Tools/ItemSubjector</a> (<a href=""https://iw.toolforge.org/editgroups/b/CB/185630be1f27"" class=""extiw"" title=""toolforge:editgroups/b/CB/185630be1f27"">details</a>)",False,True,"{'old': 84045, 'new': 84927}","{'old': 1398899504, 'new': 1508596935}",False
13,/mediawiki/recentchange/1.0.0,"{'uri': 'https://commons.wikimedia.org/wiki/File:Salem_Female_Academy_and_College_Catalogs_(1890-1905)_-_DPLA_-_921980425b1a92e8cc662936145705c8_(page_432).jpg', 'request_id': '2ff19e65-cff6-4e4b-be58-00aef64feaa3', 'id': 'a2bfa378-8d5e-4aca-a5bd-15d6420cffe3', 'dt': '2021-10-06T13:27:32Z', 'domain': 'commons.wikimedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613067}",1784022710.0,edit,6,File:Salem Female Academy and College Catalogs (1890-1905) - DPLA - 921980425b1a92e8cc662936145705c8 (page 432).jpg,/* wbeditentity-update:0| */ Added structured data claims from DPLA item '921980425b1a92e8cc662936145705c8'. [[COM:DPLA/MOD|Leave feedback]]!,1633526852,DPLA bot,,,,,,https://commons.wikimedia.org,commons.wikimedia.org,/w,commonswiki,"‎<span dir=""auto""><span class=""autocomment"">Changed an entity: </span></span> Added structured data claims from DPLA item &#039;921980425b1a92e8cc662936145705c8&#039;. <a href=""/wiki/Commons:DPLA/MOD"" class=""mw-redirect"" title=""Commons:DPLA/MOD"">Leave feedback</a>!",False,True,"{'old': 3057, 'new': 10281}","{'old': 584391510, 'new': 596097094}",True
14,/mediawiki/recentchange/1.0.0,"{'uri': 'https://www.wikidata.org/wiki/Q3501941', 'request_id': 'e6f7d9fc-03f4-4ada-9ef4-7281a6b0adea', 'id': '8612aa6a-8cc5-4d09-ab47-10e12337ab74', 'dt': '2021-10-06T13:27:35Z', 'domain': 'www.wikidata.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613068}",1556012979.0,edit,0,Q3501941,"/* wbsetlabel-add:1|yo */ Stéphane Maurel, [[:toollabs:quickstatements/#/batch/66802|batch #66802]]",1633526855,T Cells,,,,,,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Added [yo] label: </span></span> Stéphane Maurel, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F66802"" class=""extiw"" title=""toollabs:quickstatements/"">batch #66802</a>",False,True,"{'old': 19600, 'new': 19675}","{'old': 1411259797, 'new': 1508596936}",False
15,/mediawiki/recentchange/1.0.0,"{'uri': 'https://en.wikipedia.org/wiki/User:102.67.29.216', 'request_id': '2e9e4ef3-806b-49c5-aabb-74822368cffc', 'id': '3ac3ce25-b22a-4335-8809-adaff474daef', 'dt': '2021-10-06T13:27:35Z', 'domain': 'en.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613069}",1430186586.0,log,2,User:102.67.29.216,{{blocked p2p proxy|ip=102.67.29.216|isp=FIBERONE-BROADBAND-SANGO}} <!-- API-confirmed P2P VPN -->,1633526855,ST47ProxyBot,122426222.0,block,block,"{'duration': '71 hours', 'flags': 'nocreate', 'sitewide': True}",blocked User:102.67.29.216 (account creation blocked) with an expiry time of 2 days and 23 hours: {{blocked p2p proxy|ip=102.67.29.216|isp=FIBERONE-BROADBAND-SANGO}} <!-- API-confirmed P2P VPN -->,https://en.wikipedia.org,en.wikipedia.org,/w,enwiki,{{blocked p2p proxy|ip=102.67.29.216|isp=FIBERONE-BROADBAND-SANGO}} &lt;!-- API-confirmed P2P VPN --&gt;,,,,,True
16,/mediawiki/recentchange/1.0.0,"{'uri': 'https://www.wikidata.org/wiki/Q3501934', 'request_id': '4dacb61a-070e-4f50-a26a-5375db1fc9e7', 'id': '66b243cf-ea57-43a6-855b-084ba055bfe1', 'dt': '2021-10-06T13:27:34Z', 'domain': 'www.wikidata.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613070}",1556012970.0,edit,0,Q3501934,"/* wbsetlabel-add:1|yo */ Stéphane Mangione, [[:toollabs:quickstatements/#/batch/66802|batch #66802]]",1633526854,T Cells,,,,,,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Added [yo] label: </span></span> Stéphane Mangione, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F66802"" class=""extiw"" title=""toollabs:quickstatements/"">batch #66802</a>",False,True,"{'old': 26249, 'new': 26326}","{'old': 1412172566, 'new': 1508596926}",False
17,/mediawiki/recentchange/1.0.0,"{'uri': 'https://www.wikidata.org/wiki/Q3501937', 'request_id': 'f3913085-b20e-4788-9e96-d7a8f44c990f', 'id': '92ad76e4-695d-49f4-9a82-f674c3f6a363', 'dt': '2021-10-06T13:27:35Z', 'domain': 'www.wikidata.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613071}",1556012976.0,edit,0,Q3501937,"/* wbsetdescription-add:1|yo */ agbábọ́ọ̀lù ọmọ orílẹ èdè Faransé, [[:toollabs:quickstatements/#/batch/66802|batch #66802]]",1633526855,T Cells,,,,,,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Added [yo] description: </span></span> agbábọ́ọ̀lù ọmọ orílẹ èdè Faransé, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F66802"" class=""extiw"" title=""toollabs:quickstatements/"">batch #66802</a>",False,True,"{'old': 16427, 'new': 16537}","{'old': 1508596932, 'new': 1508596934}",False
18,/mediawiki/recentchange/1.0.0,"{'uri': 'https://commons.wikimedia.org/wiki/File:Chidori-cho_,_Kawasaki_-_panoramio_(1).jpg', 'request_id': 'c7fe4513-db66-46e5-9d8e-e1c6955210b3', 'id': 'b13022f5-9990-4813-a985-b9200142a917', 'dt': '2021-10-06T13:27:33Z', 'domain': 'commons.wikimedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613072}",1784022711.0,edit,6,"File:Chidori-cho , Kawasaki - panoramio (1).jpg",/* wbeditentity-update:0| */ automatically modify [[Commons:Structured data|structured data]] based on file information: meta,1633526853,SchlurcherBot,,,,,,https://commons.wikimedia.org,commons.wikimedia.org,/w,commonswiki,"‎<span dir=""auto""><span class=""autocomment"">Ein Objekt geändert: </span></span> automatically modify <a href=""/wiki/Commons:Structured_data"" title=""Commons:Structured data"">structured data</a> based on file information: meta",False,True,"{'old': 5523, 'new': 7568}","{'old': 473861511, 'new': 596097095}",True
19,/mediawiki/recentchange/1.0.0,"{'uri': 'https://www.wikidata.org/wiki/Q3501937', 'request_id': '4566d183-d471-4bf9-b06d-4aeadd789e82', 'id': '8078e1b4-4dc0-4122-add0-dc3a29fad79b', 'dt': '2021-10-06T13:27:34Z', 'domain': 'www.wikidata.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613073}",1556012977.0,edit,0,Q3501937,"/* wbsetlabel-add:1|yo */ Stéphane Marseille, [[:toollabs:quickstatements/#/batch/66802|batch #66802]]",1633526854,T Cells,,,,,,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Added [yo] label: </span></span> Stéphane Marseille, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F66802"" class=""extiw"" title=""toollabs:quickstatements/"">batch #66802</a>",False,True,"{'old': 16349, 'new': 16427}","{'old': 1411284023, 'new': 1508596932}",False
20,/mediawiki/recentchange/1.0.0,"{'uri': 'https://www.wikidata.org/wiki/Q3501941', 'request_id': '6f729be6-bbe5-4736-bcbc-fad43b2fecca', 'id': 'f4741c03-45e9-45d4-a4d8-aaf1114e33a5', 'dt': '2021-10-06T13:27:35Z', 'domain': 'www.wikidata.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613074}",1556012980.0,edit,0,Q3501941,"/* wbsetdescription-add:1|yo */ agbábọ́ọ̀lù ọmọ orílẹ èdè Faransé, [[:toollabs:quickstatements/#/batch/66802|batch #66802]]",1633526855,T Cells,,,,,,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Added [yo] description: </span></span> agbábọ́ọ̀lù ọmọ orílẹ èdè Faransé, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F66802"" class=""extiw"" title=""toollabs:quickstatements/"">batch #66802</a>",False,True,"{'old': 19675, 'new': 19785}","{'old': 1508596936, 'new': 1508596938}",False
21,/mediawiki/recentchange/1.0.0,"{'uri': 'https://www.wikidata.org/wiki/Q770000', 'request_id': '35395b1a-d0ba-475d-8354-69dbbdb871a8', 'id': '37ef596c-882a-4bba-ba76-3d899c1a3d3c', 'dt': '2021-10-06T13:27:34Z', 'domain': 'www.wikidata.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613075}",1556012982.0,edit,0,Q770000,"/* wbsetclaim-create:2||1 */ [[Property:P444]]: 49%, Add Rotten Tomatoes score.",1633526854,RottenBot,,,,,,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Created claim: </span></span> <a href=""/wiki/Property:P444"" title=""Property:P444"">Property:P444</a>: 49%, Add Rotten Tomatoes score.",False,True,"{'old': 123033, 'new': 126131}","{'old': 1441747763, 'new': 1508596933}",True
22,/mediawiki/recentchange/1.0.0,"{'uri': 'https://www.wikidata.org/wiki/Q5827917', 'request_id': 'ca4b92ce-37d7-421f-a2ec-623428dc357a', 'id': '2ff70ed2-65da-4246-bee8-12308b59fa92', 'dt': '2021-10-06T13:27:35Z', 'domain': 'www.wikidata.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613076}",1556012981.0,edit,0,Q5827917,/* wbsetdescription-set:1|en */ Wikimedia infobox template,1633526855,SomeRandomPasserby,,,,,,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Changed English description: </span></span> Wikimedia infobox template",False,True,"{'old': 49444, 'new': 49452}","{'old': 1508321972, 'new': 1508596939}",False
23,/mediawiki/recentchange/1.0.0,"{'uri': 'https://en.wikipedia.org/wiki/User:102.91.5.187', 'request_id': '79003912-9625-48f1-9ad8-e7af0a0a43c4', 'id': 'd91f6eb0-8fe7-497f-bae8-4171134a8165', 'dt': '2021-10-06T13:27:36Z', 'domain': 'en.wikipedia.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613077}",1430186587.0,log,2,User:102.91.5.187,{{blocked p2p proxy|ip=102.91.5.187|isp=MTNN-ABUJA-REGION-PREFIXES}} <!-- API-confirmed P2P VPN -->,1633526856,ST47ProxyBot,122426223.0,block,block,"{'duration': '71 hours', 'flags': 'anononly,nocreate', 'sitewide': True}","blocked User:102.91.5.187 (anon. only, account creation blocked) with an expiry time of 2 days and 23 hours: {{blocked p2p proxy|ip=102.91.5.187|isp=MTNN-ABUJA-REGION-PREFIXES}} <!-- API-confirmed P2P VPN -->",https://en.wikipedia.org,en.wikipedia.org,/w,enwiki,{{blocked p2p proxy|ip=102.91.5.187|isp=MTNN-ABUJA-REGION-PREFIXES}} &lt;!-- API-confirmed P2P VPN --&gt;,,,,,True
24,/mediawiki/recentchange/1.0.0,"{'uri': 'https://www.wikidata.org/wiki/Q15512124', 'request_id': '603c1cd6-efdb-42d5-b61c-da7b305ba90d', 'id': 'c175d0c1-c55c-4f27-8d68-ef28ca1dac76', 'dt': '2021-10-06T13:27:35Z', 'domain': 'www.wikidata.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613078}",1556012984.0,edit,0,Q15512124,/* wbsetreference-set:2| */ [[Property:P141]]: [[Q211005]],1633526855,SuccuBot,,,,,,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Fundstelle der Aussage geändert: </span></span> <a href=""/wiki/Property:P141"" title=""Property:P141"">Property:P141</a>: <a href=""/wiki/Q211005"" title=""Q211005"">Q211005</a>",False,True,"{'old': 20384, 'new': 20384}","{'old': 1462243173, 'new': 1508596940}",True
25,/mediawiki/recentchange/1.0.0,"{'uri': 'https://www.wikidata.org/wiki/Q3501945', 'request_id': '828de57c-e88f-43a3-a41d-c0078d06da57', 'id': '3b356442-edbf-40e0-8dfd-f501a76ebbc4', 'dt': '2021-10-06T13:27:35Z', 'domain': 'www.wikidata.org', 'stream': 'mediawiki.recentchange', 'topic': 'eqiad.mediawiki.recentchange', 'partition': 0, 'offset': 3347613079}",1556012983.0,edit,0,Q3501945,"/* wbsetlabel-add:1|yo */ Stéphane Mazzolini, [[:toollabs:quickstatements/#/batch/66802|batch #66802]]",1633526855,T Cells,,,,,,https://www.wikidata.org,www.wikidata.org,/w,wikidatawiki,"‎<span dir=""auto""><span class=""autocomment"">Added [yo] label: </span></span> Stéphane Mazzolini, <a href=""https://iw.toolforge.org/quickstatements/#.2Fbatch.2F66802"" class=""extiw"" title=""toollabs:quickstatements/"">batch #66802</a>",False,True,"{'old': 22823, 'new': 22901}","{'old': 1412172568, 'new': 1508596943}",False
